n,score_fun,score
528,AUC,0.9864334704116613
528,Fmax,0.8873105240363794
528,Fbeta,0.8377400392110208
528,Gbeta,0.649846884381663
528,F2018,0.8493596341085474
529,AUC,0.9864380107154673
529,Fmax,0.8873135152758368
529,Fbeta,0.8377614270704051
529,Gbeta,0.6498742136255959
529,F2018,0.8493660751023164
530,AUC,0.9864391743539718
530,Fmax,0.8873536849811825
530,Fbeta,0.8378201443793811
530,Gbeta,0.6500034558571367
530,F2018,0.8493726788172962
531,AUC,0.9864398575287752
531,Fmax,0.8873602825024208
531,Fbeta,0.8378389965308446
531,Gbeta,0.650009048926917
531,F2018,0.8493728159117926
532,AUC,0.9864401225271029
532,Fmax,0.8873728407744562
532,Fbeta,0.8378795057882763
532,Gbeta,0.6500222020025339
532,F2018,0.8493932975871279
533,AUC,0.9864513546025604
533,Fmax,0.8873805572739366
533,Fbeta,0.8378895964623263
533,Gbeta,0.6500242943505405
533,F2018,0.8493996621496044
534,AUC,0.9864577970989914
534,Fmax,0.8874076405813865
534,Fbeta,0.8379071904141161
534,Gbeta,0.6500259400228323
534,F2018,0.8494043744072387
535,AUC,0.9864599987694275
535,Fmax,0.8874373090268529
535,Fbeta,0.8379607077519013
535,Gbeta,0.6500901550875047
535,F2018,0.8494716813280921
536,AUC,0.9864624370474119
536,Fmax,0.8874430982631556
536,Fbeta,0.837970546072734
536,Gbeta,0.6502877329823824
536,F2018,0.8495003629672842
537,AUC,0.9864685707652814
537,Fmax,0.8874433321750487
537,Fbeta,0.8379755941701053
537,Gbeta,0.6503055061823038
537,F2018,0.8495083942656874
538,AUC,0.9864719225702132
538,Fmax,0.8874477898969684
538,Fbeta,0.8381192444880124
538,Gbeta,0.6503881699374758
538,F2018,0.8495549186215607
539,AUC,0.9864811298987275
539,Fmax,0.8874588670257034
539,Fbeta,0.8381512268458028
539,Gbeta,0.6505172883591346
539,F2018,0.8495885373029554
540,AUC,0.9864842018399844
540,Fmax,0.8874725666232399
540,Fbeta,0.8381894104131704
540,Gbeta,0.6505612015474275
540,F2018,0.8496161057399001
541,AUC,0.9864853326980221
541,Fmax,0.8874794286015169
541,Fbeta,0.8382057479451007
541,Gbeta,0.6505811379634613
541,F2018,0.8496175530244972
542,AUC,0.9864858181458492
542,Fmax,0.8874898038306259
542,Fbeta,0.838209035006874
542,Gbeta,0.6506132561674005
542,F2018,0.8496179627245922
543,AUC,0.9864937206202863
543,Fmax,0.8875019947733683
543,Fbeta,0.8382316043620455
543,Gbeta,0.6506313287783115
543,F2018,0.8496460806660244
544,AUC,0.986494234911161
544,Fmax,0.8875187843642053
544,Fbeta,0.838234509771708
544,Gbeta,0.6506514416933782
544,F2018,0.849679431911405
545,AUC,0.9864979223850483
545,Fmax,0.8875442516759146
545,Fbeta,0.8382371101714571
545,Gbeta,0.6507299291990785
545,F2018,0.8496906182951993
546,AUC,0.9865033468594417
546,Fmax,0.8875544238349903
546,Fbeta,0.8382688652506466
546,Gbeta,0.6508705584889568
546,F2018,0.8497574546799976
547,AUC,0.9865069494259641
547,Fmax,0.8875605852647521
547,Fbeta,0.8382714977151987
547,Gbeta,0.6508717167784178
547,F2018,0.8497590913624086
548,AUC,0.9865094489125954
548,Fmax,0.887593445008063
548,Fbeta,0.8382854232088248
548,Gbeta,0.6508815389003033
548,F2018,0.8497947424287131
549,AUC,0.9865110571379037
549,Fmax,0.8876256487418039
549,Fbeta,0.8383416713424956
549,Gbeta,0.6509081201357403
549,F2018,0.8498343088328681
550,AUC,0.9865223502758601
550,Fmax,0.8876519264552746
550,Fbeta,0.8383455981239153
550,Gbeta,0.6509129366688203
550,F2018,0.8499147199180033
551,AUC,0.9865224838061357
551,Fmax,0.8876700096748313
551,Fbeta,0.8383664348999413
551,Gbeta,0.6510180327689273
551,F2018,0.8499188836244586
552,AUC,0.9865228283811709
552,Fmax,0.887672668226639
552,Fbeta,0.8384187450681919
552,Gbeta,0.6510244120589204
552,F2018,0.84992667708072
553,AUC,0.9865245941527649
553,Fmax,0.8877139296625423
553,Fbeta,0.8384246095623142
553,Gbeta,0.6511157395157751
553,F2018,0.8499304799917461
554,AUC,0.9865255252988173
554,Fmax,0.8877384600956578
554,Fbeta,0.8384519675372253
554,Gbeta,0.6511325093494952
554,F2018,0.8499521918605519
555,AUC,0.9865302198501322
555,Fmax,0.8877567390107721
555,Fbeta,0.8384562457155247
555,Gbeta,0.6511524136055331
555,F2018,0.8499852441949352
556,AUC,0.9865370199013583
556,Fmax,0.88776175686234
556,Fbeta,0.8385076107658195
556,Gbeta,0.6511604424554753
556,F2018,0.8499867113696642
557,AUC,0.9865460865779995
557,Fmax,0.8877732531555957
557,Fbeta,0.8385200694729638
557,Gbeta,0.6511719594949255
557,F2018,0.8500185875681798
558,AUC,0.9865498201181416
558,Fmax,0.887792077970761
558,Fbeta,0.8385456820095881
558,Gbeta,0.6511744096622921
558,F2018,0.8500719766626285
559,AUC,0.9865547460268805
559,Fmax,0.8878083378009141
559,Fbeta,0.8386401946997389
559,Gbeta,0.6514297915238543
559,F2018,0.850135002650946
560,AUC,0.986558631325137
560,Fmax,0.8878266823665752
560,Fbeta,0.8386803148205582
560,Gbeta,0.651436005270324
560,F2018,0.8501528221881129
561,AUC,0.9865619130167402
561,Fmax,0.8878427662749178
561,Fbeta,0.8387367363912109
561,Gbeta,0.651479111211859
561,F2018,0.8501555900822222
562,AUC,0.9865696555956344
562,Fmax,0.8878773867095048
562,Fbeta,0.83875051063144
562,Gbeta,0.6515039961534826
562,F2018,0.8501605076689613
563,AUC,0.9865697176702719
563,Fmax,0.8878817363201429
563,Fbeta,0.8388203077902898
563,Gbeta,0.6515781144180445
563,F2018,0.8501680959726723
564,AUC,0.9865732023589597
564,Fmax,0.8879416763614689
564,Fbeta,0.8388205204327291
564,Gbeta,0.6516085517795699
564,F2018,0.8502155878913686
565,AUC,0.9865753079102633
565,Fmax,0.887941676361469
565,Fbeta,0.838845441173119
565,Gbeta,0.6516356720327399
565,F2018,0.850241588197187
566,AUC,0.9865770345356695
566,Fmax,0.8879502722867086
566,Fbeta,0.8388646716748336
566,Gbeta,0.6516400591596123
566,F2018,0.8502425860031594
567,AUC,0.9865798009356518
567,Fmax,0.8879566067283629
567,Fbeta,0.8388770662880082
567,Gbeta,0.6517902132166687
567,F2018,0.8502466098048833
568,AUC,0.9865807563193405
568,Fmax,0.8879906041341268
568,Fbeta,0.83888865028564
568,Gbeta,0.6518675900424373
568,F2018,0.8502633287649073
569,AUC,0.986581690927254
569,Fmax,0.8879932412916871
569,Fbeta,0.8389025074642251
569,Gbeta,0.6519010608352782
569,F2018,0.8502778785876366
570,AUC,0.9865912228659315
570,Fmax,0.8879977649763504
570,Fbeta,0.8389038878324137
570,Gbeta,0.6519480880397693
570,F2018,0.8502785569641502
571,AUC,0.9865959610633079
571,Fmax,0.888028944097052
571,Fbeta,0.8389400432561092
571,Gbeta,0.6519784377405257
571,F2018,0.8502844681972291
572,AUC,0.9866102030218353
572,Fmax,0.8880560045888304
572,Fbeta,0.8389473921378158
572,Gbeta,0.652062055522473
572,F2018,0.850297842884034
573,AUC,0.9866138221383718
573,Fmax,0.8880586640717314
573,Fbeta,0.8389491094956818
573,Gbeta,0.652073892928714
573,F2018,0.8503064807283978
574,AUC,0.986615518481536
574,Fmax,0.8880642998693676
574,Fbeta,0.8389631960688191
574,Gbeta,0.652124979138502
574,F2018,0.8503227869887194
575,AUC,0.986615529332264
575,Fmax,0.8880821358364307
575,Fbeta,0.8389817800171003
575,Gbeta,0.6521329970680919
575,F2018,0.8503342796195924
576,AUC,0.9866168326319866
576,Fmax,0.8881071444779494
576,Fbeta,0.8390449810552654
576,Gbeta,0.6521519381293913
576,F2018,0.8503359930775362
577,AUC,0.9866189428577512
577,Fmax,0.8881137882293973
577,Fbeta,0.8390597907487464
577,Gbeta,0.6522007654635488
577,F2018,0.8503624859873784
578,AUC,0.986623154451344
578,Fmax,0.8881305525869794
578,Fbeta,0.8390845088480324
578,Gbeta,0.6522534932285337
578,F2018,0.8504552139704189
579,AUC,0.9866245424635094
579,Fmax,0.8881332778260822
579,Fbeta,0.8390975315002751
579,Gbeta,0.6522927693305274
579,F2018,0.8504556509693517
580,AUC,0.9866272798626181
580,Fmax,0.8881555181386807
580,Fbeta,0.8390980185191614
580,Gbeta,0.6523567141613162
580,F2018,0.8504780387991813
581,AUC,0.9866409901332871
581,Fmax,0.8881689983899184
581,Fbeta,0.8391806412891643
581,Gbeta,0.6523571042990259
581,F2018,0.8504820400200312
582,AUC,0.9866430829043414
582,Fmax,0.8881986150726622
582,Fbeta,0.8392645067410057
582,Gbeta,0.6523978150030133
582,F2018,0.8505244714719721
583,AUC,0.986646480990587
583,Fmax,0.8882025845055155
583,Fbeta,0.8393136130813054
583,Gbeta,0.6524145241581389
583,F2018,0.8505420391167284
584,AUC,0.9866539057317003
584,Fmax,0.8882239330333936
584,Fbeta,0.8393234353170491
584,Gbeta,0.6524676426665368
584,F2018,0.8505618481014671
585,AUC,0.9866593403539212
585,Fmax,0.8882635326263999
585,Fbeta,0.8393255760585465
585,Gbeta,0.6525643443124741
585,F2018,0.8505777583041088
586,AUC,0.9866704206554351
586,Fmax,0.8883095348062771
586,Fbeta,0.8394328653276673
586,Gbeta,0.6526004174107357
586,F2018,0.8505819594795929
587,AUC,0.9866718192591444
587,Fmax,0.8883231604178957
587,Fbeta,0.8394912834883319
587,Gbeta,0.6526060406100425
587,F2018,0.8505963472904496
588,AUC,0.9866767488579293
588,Fmax,0.8883361428255472
588,Fbeta,0.8395315641708284
588,Gbeta,0.6527132437882441
588,F2018,0.8506397856458793
589,AUC,0.986677376466252
589,Fmax,0.8883654596242476
589,Fbeta,0.8396435110686574
589,Gbeta,0.6527251078553807
589,F2018,0.85068544421127
590,AUC,0.9866791754529629
590,Fmax,0.888377981674821
590,Fbeta,0.8396872244226001
590,Gbeta,0.6527981850815406
590,F2018,0.8506983096575538
591,AUC,0.9866801231484459
591,Fmax,0.888397671679454
591,Fbeta,0.839739684826558
591,Gbeta,0.65288404441086
591,F2018,0.8507078990894368
592,AUC,0.986681200170211
592,Fmax,0.8884103862636967
592,Fbeta,0.839743223734596
592,Gbeta,0.652889358390468
592,F2018,0.850708642017358
593,AUC,0.9866816738643401
593,Fmax,0.8884175203319105
593,Fbeta,0.8398076339788872
593,Gbeta,0.6529562099000206
593,F2018,0.8507309087612351
594,AUC,0.9866829386755265
594,Fmax,0.8884424693244878
594,Fbeta,0.8398078403762214
594,Gbeta,0.6530531106409507
594,F2018,0.8507578201317116
595,AUC,0.9866862024350102
595,Fmax,0.8884506797077719
595,Fbeta,0.8398240347292538
595,Gbeta,0.6530552705285145
595,F2018,0.850801992138085
596,AUC,0.9866896105569987
596,Fmax,0.888454271206811
596,Fbeta,0.8398409303984722
596,Gbeta,0.6531228679042328
596,F2018,0.8508165047990707
597,AUC,0.9866904176990652
597,Fmax,0.8884714036456031
597,Fbeta,0.839848847792416
597,Gbeta,0.6531604632266658
597,F2018,0.8508439125745713
598,AUC,0.9866929241580473
598,Fmax,0.8884887905114527
598,Fbeta,0.8398571227169634
598,Gbeta,0.65321110898658
598,F2018,0.8508929042158667
599,AUC,0.986697066289252
599,Fmax,0.8885020573403499
599,Fbeta,0.8399146211893732
599,Gbeta,0.653222453776628
599,F2018,0.8509237747478896
600,AUC,0.9867121168885287
600,Fmax,0.8885122326855803
600,Fbeta,0.8399225999117358
600,Gbeta,0.6532492934097518
600,F2018,0.8509246652925435
601,AUC,0.986712541784263
601,Fmax,0.8885185102721753
601,Fbeta,0.8399597371409289
601,Gbeta,0.6532778698784237
601,F2018,0.8509338606540428
602,AUC,0.9867126350346704
602,Fmax,0.8885269194337063
602,Fbeta,0.8400110938829528
602,Gbeta,0.65330199904775
602,F2018,0.8509382265823155
603,AUC,0.9867131591445375
603,Fmax,0.8885353461395566
603,Fbeta,0.8400389725992259
603,Gbeta,0.6533096549498261
603,F2018,0.8509841230189752
604,AUC,0.9867146934664393
604,Fmax,0.8885439303323136
604,Fbeta,0.8400408084797806
604,Gbeta,0.6533294801388322
604,F2018,0.8509858733244873
605,AUC,0.9867162310322234
605,Fmax,0.8885564139688354
605,Fbeta,0.8400610532425028
605,Gbeta,0.6533324909094523
605,F2018,0.8510399710634512
606,AUC,0.98671715870873
606,Fmax,0.8885814248634484
606,Fbeta,0.8400802254776439
606,Gbeta,0.6533502315432907
606,F2018,0.8510774009102708
607,AUC,0.9867267391021299
607,Fmax,0.8885939468393449
607,Fbeta,0.840101199860271
607,Gbeta,0.6533942244437512
607,F2018,0.8510830732626371
608,AUC,0.9867282727633861
608,Fmax,0.8885940379524424
608,Fbeta,0.8401177321171461
608,Gbeta,0.6533991638329195
608,F2018,0.8510907164729835
609,AUC,0.9867321483327274
609,Fmax,0.888630019140225
609,Fbeta,0.8402011002622215
609,Gbeta,0.6534187611003697
609,F2018,0.8511772430983379
610,AUC,0.986732735095221
610,Fmax,0.8886419746343847
610,Fbeta,0.840232822398097
610,Gbeta,0.6535782263343297
610,F2018,0.851244908747436
611,AUC,0.9867335851565737
611,Fmax,0.8886635113591665
611,Fbeta,0.8402656414899892
611,Gbeta,0.6535992247600676
611,F2018,0.8512466319507355
612,AUC,0.986733836219359
612,Fmax,0.8886947277823329
612,Fbeta,0.840286588121129
612,Gbeta,0.6537281294638686
612,F2018,0.8512475459637003
613,AUC,0.9867348725955283
613,Fmax,0.8886975428939373
613,Fbeta,0.8403214959555894
613,Gbeta,0.653750139304249
613,F2018,0.8512518869693517
614,AUC,0.986736269861859
614,Fmax,0.888704441367344
614,Fbeta,0.8403933445758782
614,Gbeta,0.6537834455006715
614,F2018,0.8512935896893876
615,AUC,0.986740097529186
615,Fmax,0.8887326239984081
615,Fbeta,0.8404035230667185
615,Gbeta,0.6538241470623786
615,F2018,0.8512939341019696
616,AUC,0.986741437005025
616,Fmax,0.8887997115421865
616,Fbeta,0.8404217579647258
616,Gbeta,0.6538845308244223
616,F2018,0.851331906542021
617,AUC,0.9867449424004114
617,Fmax,0.8888107331509403
617,Fbeta,0.8404901119443797
617,Gbeta,0.6539645841260957
617,F2018,0.8513765422284458
618,AUC,0.986745819759937
618,Fmax,0.8888259548313022
618,Fbeta,0.8404911777012762
618,Gbeta,0.6540325803994291
618,F2018,0.8513994125787664
619,AUC,0.986746814877836
619,Fmax,0.8888332432327436
619,Fbeta,0.8404985560399234
619,Gbeta,0.654101042519287
619,F2018,0.8514141571707795
620,AUC,0.9867468166108502
620,Fmax,0.8888535283011451
620,Fbeta,0.8406261263415766
620,Gbeta,0.6541250752290554
620,F2018,0.8514690677078234
621,AUC,0.9867470578935176
621,Fmax,0.888863104989647
621,Fbeta,0.8407525162650487
621,Gbeta,0.6541534374212133
621,F2018,0.8514925467765997
622,AUC,0.9867604109564466
622,Fmax,0.888878321846691
622,Fbeta,0.8407640469872493
622,Gbeta,0.6542470646390597
622,F2018,0.851505426115733
623,AUC,0.9867606002893881
623,Fmax,0.8888857824783959
623,Fbeta,0.840774260920823
623,Gbeta,0.6543697541137417
623,F2018,0.8515604141480018
624,AUC,0.9867657966613437
624,Fmax,0.8889055901846484
624,Fbeta,0.8408460240964313
624,Gbeta,0.6544050477192189
624,F2018,0.8515811287380437
625,AUC,0.9867685898465097
625,Fmax,0.8889361956385645
625,Fbeta,0.8408918355768153
625,Gbeta,0.6544598135201428
625,F2018,0.8515843243651469
626,AUC,0.9867705731872716
626,Fmax,0.888955143312927
626,Fbeta,0.8408950877952907
626,Gbeta,0.6544645196122167
626,F2018,0.8515856737286563
627,AUC,0.9867725060311774
627,Fmax,0.8889819811685248
627,Fbeta,0.8409297349253032
627,Gbeta,0.6545217431520916
627,F2018,0.8515930880928089
628,AUC,0.9867808853761306
628,Fmax,0.8889865289782498
628,Fbeta,0.8409787095854964
628,Gbeta,0.6545654127368852
628,F2018,0.8516408729571292
629,AUC,0.986780982046092
629,Fmax,0.888999461745344
629,Fbeta,0.8410008296589103
629,Gbeta,0.6547136306284063
629,F2018,0.8516454242829874
630,AUC,0.9867892988736698
630,Fmax,0.8890032718396741
630,Fbeta,0.8410029740018694
630,Gbeta,0.6547402349283981
630,F2018,0.85165664197203
631,AUC,0.98679359594305
631,Fmax,0.8890093251629488
631,Fbeta,0.8410492938934955
631,Gbeta,0.654744309696463
631,F2018,0.851659340504631
632,AUC,0.9868020320397701
632,Fmax,0.889076131086427
632,Fbeta,0.8410553932481494
632,Gbeta,0.6547456425328693
632,F2018,0.8516653555110785
633,AUC,0.9868114847184979
633,Fmax,0.8890881327040674
633,Fbeta,0.8410755605699719
633,Gbeta,0.6548098141901251
633,F2018,0.8516761384755139
634,AUC,0.986812904443801
634,Fmax,0.8891431575033814
634,Fbeta,0.8410997335266237
634,Gbeta,0.6548856269030807
634,F2018,0.8516825902893804
635,AUC,0.9868198369915221
635,Fmax,0.8891522669592675
635,Fbeta,0.841107569477396
635,Gbeta,0.6548943489494791
635,F2018,0.8517071856393884
636,AUC,0.9868201417737261
636,Fmax,0.8891686468197292
636,Fbeta,0.8411169885453039
636,Gbeta,0.6549186627469661
636,F2018,0.8517263116782657
637,AUC,0.9868229180260939
637,Fmax,0.8891751090947538
637,Fbeta,0.8411538797556121
637,Gbeta,0.6549454466608942
637,F2018,0.851764951386388
638,AUC,0.9868235669740011
638,Fmax,0.8891751090947538
638,Fbeta,0.8411615614446951
638,Gbeta,0.6550727472496233
638,F2018,0.8517790562986343
639,AUC,0.9868240639324977
639,Fmax,0.8891985510055964
639,Fbeta,0.8411986390224
639,Gbeta,0.6551021779696905
639,F2018,0.8517941849648025
640,AUC,0.9868265102383955
640,Fmax,0.8892316246949779
640,Fbeta,0.8412227390963888
640,Gbeta,0.65514899201303
640,F2018,0.8518017471422173
641,AUC,0.9868265755461565
641,Fmax,0.8892344866587836
641,Fbeta,0.8412667688909602
641,Gbeta,0.6553640609706516
641,F2018,0.8518269099305227
642,AUC,0.9868341721941017
642,Fmax,0.8892794066281646
642,Fbeta,0.8412819222402882
642,Gbeta,0.6555326647996549
642,F2018,0.8518279866829513
643,AUC,0.986838397419397
643,Fmax,0.8893298600307328
643,Fbeta,0.8413281402208361
643,Gbeta,0.6555811297115932
643,F2018,0.8518470821462751
644,AUC,0.9868427121627467
644,Fmax,0.889344818271857
644,Fbeta,0.8413349638166867
644,Gbeta,0.6556093927178109
644,F2018,0.8518643479928522
645,AUC,0.9868456652854578
645,Fmax,0.8893513425853691
645,Fbeta,0.8413489588995495
645,Gbeta,0.6556268974265488
645,F2018,0.851931438323168
646,AUC,0.9868465895800437
646,Fmax,0.8893883556072745
646,Fbeta,0.8413808191468711
646,Gbeta,0.6556555002350769
646,F2018,0.851979707676978
647,AUC,0.98684693558887
647,Fmax,0.8893927628822165
647,Fbeta,0.8414780245291383
647,Gbeta,0.6556809705076512
647,F2018,0.852016732418306
648,AUC,0.9868492915431489
648,Fmax,0.8894538702091123
648,Fbeta,0.84148222348514
648,Gbeta,0.6556962498118689
648,F2018,0.8520573344362264
649,AUC,0.986852183017854
649,Fmax,0.8894720710789669
649,Fbeta,0.8415315971819747
649,Gbeta,0.655696362729987
649,F2018,0.8520576061633691
650,AUC,0.9868575580932042
650,Fmax,0.8894826088524594
650,Fbeta,0.841532089060692
650,Gbeta,0.6557086197142541
650,F2018,0.8520673938169171
651,AUC,0.9868650826327507
651,Fmax,0.8895048577764194
651,Fbeta,0.8415900349346424
651,Gbeta,0.6557302304685328
651,F2018,0.8520940729225062
652,AUC,0.9868667965170195
652,Fmax,0.8895081588526563
652,Fbeta,0.84159819211676
652,Gbeta,0.655730494548936
652,F2018,0.8521039386697731
653,AUC,0.9868684585883556
653,Fmax,0.8895653954815832
653,Fbeta,0.8416078213193009
653,Gbeta,0.6557496671552696
653,F2018,0.8521077308790204
654,AUC,0.986870942233431
654,Fmax,0.8896029371245909
654,Fbeta,0.8416980357632879
654,Gbeta,0.6557556672250071
654,F2018,0.8521154582844611
655,AUC,0.9868714986644705
655,Fmax,0.8896261257055215
655,Fbeta,0.8417702663581651
655,Gbeta,0.6557658460622734
655,F2018,0.8521406640677432
656,AUC,0.9868907687685666
656,Fmax,0.8896381995345191
656,Fbeta,0.841783034665409
656,Gbeta,0.6558463180752825
656,F2018,0.8521912643938173
657,AUC,0.9868919705882061
657,Fmax,0.8896609841544945
657,Fbeta,0.8418348788157405
657,Gbeta,0.6558580810025743
657,F2018,0.8521969145276316
658,AUC,0.9868934352775182
658,Fmax,0.8896957154820495
658,Fbeta,0.8418466943000531
658,Gbeta,0.6559156084638889
658,F2018,0.8522126600384503
659,AUC,0.986895138356537
659,Fmax,0.8897173997200798
659,Fbeta,0.8418661295575801
659,Gbeta,0.6559496734095552
659,F2018,0.8522207923439085
660,AUC,0.9868972050982379
660,Fmax,0.889742368865686
660,Fbeta,0.8418763110289742
660,Gbeta,0.6560354344919488
660,F2018,0.852228432490768
661,AUC,0.9869036494267076
661,Fmax,0.8897649822446337
661,Fbeta,0.8419113196052359
661,Gbeta,0.6561565347216263
661,F2018,0.8522888992301798
662,AUC,0.9869059313493268
662,Fmax,0.8897708792841602
662,Fbeta,0.8419301883562093
662,Gbeta,0.6563953500639959
662,F2018,0.8523513289364834
663,AUC,0.9869079162618231
663,Fmax,0.8898449228357894
663,Fbeta,0.8419450977241968
663,Gbeta,0.6564653415722259
663,F2018,0.8523908539476712
664,AUC,0.9869089555638086
664,Fmax,0.8898609069448514
664,Fbeta,0.8419577514511628
664,Gbeta,0.6564791355515347
664,F2018,0.8524119213183383
665,AUC,0.9869094601594104
665,Fmax,0.8898805071971116
665,Fbeta,0.8419749048610252
665,Gbeta,0.6564815662655545
665,F2018,0.8524160933835527
666,AUC,0.9869097788798608
666,Fmax,0.8898896654608482
666,Fbeta,0.8419891551292706
666,Gbeta,0.656483635849793
666,F2018,0.8524385188456036
667,AUC,0.9869115928236615
667,Fmax,0.8899012909266619
667,Fbeta,0.8419904584513538
667,Gbeta,0.656558555708796
667,F2018,0.8524449923092695
668,AUC,0.9869129509412892
668,Fmax,0.8899020466751602
668,Fbeta,0.8421211634194977
668,Gbeta,0.6565753096329285
668,F2018,0.8525235011917895
669,AUC,0.9869188667615665
669,Fmax,0.8899185625923844
669,Fbeta,0.8421975125706107
669,Gbeta,0.6565899871784927
669,F2018,0.8525357931732307
670,AUC,0.9869214959796953
670,Fmax,0.8899856649031197
670,Fbeta,0.842222531913625
670,Gbeta,0.6566414758720943
670,F2018,0.8525567877874127
671,AUC,0.986924306045486
671,Fmax,0.8899860289455391
671,Fbeta,0.8422880379296614
671,Gbeta,0.6569179097088025
671,F2018,0.8526039209050317
672,AUC,0.9869347239736586
672,Fmax,0.8900316571111793
672,Fbeta,0.8423018680673234
672,Gbeta,0.6569224328562768
672,F2018,0.8526141170660345
673,AUC,0.9869359589838241
673,Fmax,0.8900487617092263
673,Fbeta,0.8423989604440125
673,Gbeta,0.65697960946351
673,F2018,0.8526198807120443
674,AUC,0.9869467054170005
674,Fmax,0.8900633889944348
674,Fbeta,0.842404653080925
674,Gbeta,0.6570020933193961
674,F2018,0.8526986281068272
675,AUC,0.9869494084448187
675,Fmax,0.8900675846800131
675,Fbeta,0.8424735989484833
675,Gbeta,0.657016365461968
675,F2018,0.8527045107995103
676,AUC,0.9869680620279433
676,Fmax,0.8900970339274655
676,Fbeta,0.8424854780540905
676,Gbeta,0.657024861336029
676,F2018,0.8527221834875126
677,AUC,0.9869701800090862
677,Fmax,0.8901013959713108
677,Fbeta,0.8424863262579687
677,Gbeta,0.657100251407336
677,F2018,0.8527225553308428
678,AUC,0.9869788377342907
678,Fmax,0.8901070864484567
678,Fbeta,0.8424949057645139
678,Gbeta,0.6571293834921195
678,F2018,0.8527300009607618
679,AUC,0.9869852446694884
679,Fmax,0.890142375893133
679,Fbeta,0.8425148084275523
679,Gbeta,0.6571319839952491
679,F2018,0.8527631774017755
680,AUC,0.986993139518077
680,Fmax,0.8901470971923223
680,Fbeta,0.8426069663035889
680,Gbeta,0.6574586447394463
680,F2018,0.8527719149868596
681,AUC,0.9869964636975562
681,Fmax,0.8901788518180616
681,Fbeta,0.8426221629172592
681,Gbeta,0.6575370062189596
681,F2018,0.8528232706310926
682,AUC,0.9869996104381665
682,Fmax,0.8902152030003782
682,Fbeta,0.8428617293211338
682,Gbeta,0.657653188108881
682,F2018,0.8528659381733227
683,AUC,0.9870005553071174
683,Fmax,0.8902181777082883
683,Fbeta,0.8429274162992428
683,Gbeta,0.6577705414358843
683,F2018,0.8529109631255776
684,AUC,0.987005390137941
684,Fmax,0.890240871349525
684,Fbeta,0.842937184077571
684,Gbeta,0.6578043813804819
684,F2018,0.8529165022749722
685,AUC,0.9870121789560329
685,Fmax,0.8902808181935373
685,Fbeta,0.8429535037343604
685,Gbeta,0.6578483975728038
685,F2018,0.8529250906391993
686,AUC,0.9870151776040479
686,Fmax,0.8903150001330689
686,Fbeta,0.8429869332838558
686,Gbeta,0.6578509886378069
686,F2018,0.8529376795415666
687,AUC,0.9870155258217361
687,Fmax,0.8903198073732398
687,Fbeta,0.8429936125580668
687,Gbeta,0.6578605404075625
687,F2018,0.852937786100727
688,AUC,0.9870177304087638
688,Fmax,0.8903217859152918
688,Fbeta,0.8431060167527744
688,Gbeta,0.6578896024809716
688,F2018,0.8529841357230425
689,AUC,0.9870207300874811
689,Fmax,0.8903533434063289
689,Fbeta,0.8431730067373748
689,Gbeta,0.6579601612254238
689,F2018,0.8530009635515478
690,AUC,0.9870216390768416
690,Fmax,0.8903708660212919
690,Fbeta,0.8431764566792466
690,Gbeta,0.6579691557599578
690,F2018,0.853034840894701
691,AUC,0.9870221635759209
691,Fmax,0.8903978180758924
691,Fbeta,0.8432128654581458
691,Gbeta,0.6580637478766149
691,F2018,0.8530649979404618
692,AUC,0.987023966829911
692,Fmax,0.8904007236598739
692,Fbeta,0.8432195033610169
692,Gbeta,0.6580944060122087
692,F2018,0.8530723940942553
693,AUC,0.9870251998094057
693,Fmax,0.8904067398267659
693,Fbeta,0.8432642952012565
693,Gbeta,0.6581329956932223
693,F2018,0.8530876206930055
694,AUC,0.9870324290918553
694,Fmax,0.8904140162706852
694,Fbeta,0.8432760828339144
694,Gbeta,0.6581525841206877
694,F2018,0.8530952761417452
695,AUC,0.987032900444516
695,Fmax,0.890424698415062
695,Fbeta,0.8432807164196883
695,Gbeta,0.6582604304651585
695,F2018,0.8531195000537458
696,AUC,0.9870456043448708
696,Fmax,0.8904493346145888
696,Fbeta,0.8433238446983927
696,Gbeta,0.658401036021533
696,F2018,0.8531689716023633
697,AUC,0.9870465519173552
697,Fmax,0.8904504971630607
697,Fbeta,0.8433288810415387
697,Gbeta,0.6584169712065426
697,F2018,0.8531743735503698
698,AUC,0.987050414118263
698,Fmax,0.8904787259050538
698,Fbeta,0.8433398208789016
698,Gbeta,0.6584238147632847
698,F2018,0.8532043703295188
699,AUC,0.9870551429729368
699,Fmax,0.8904824984211585
699,Fbeta,0.8433526064632962
699,Gbeta,0.6585643034959637
699,F2018,0.8532330544731722
700,AUC,0.9870607056718336
700,Fmax,0.8904888685786948
700,Fbeta,0.8433972459548154
700,Gbeta,0.6586272400786497
700,F2018,0.8532609864033398
701,AUC,0.987061472784903
701,Fmax,0.8905044342800701
701,Fbeta,0.8434056004518403
701,Gbeta,0.658716086050043
701,F2018,0.8533016647962008
702,AUC,0.9870630091751987
702,Fmax,0.8905068677670879
702,Fbeta,0.8434198455824115
702,Gbeta,0.6587265675126784
702,F2018,0.8533182044273542
703,AUC,0.987066156047707
703,Fmax,0.8905320004779004
703,Fbeta,0.8434241242658805
703,Gbeta,0.6587278431658239
703,F2018,0.8533609347612392
704,AUC,0.9870666023418714
704,Fmax,0.8905321881680868
